# aligned companion of POSNoise_PatternList_De_v3.0.txt; evidence: UD_German-GSD (15589 sentences) + target corpus (2000004 tokens tagged)
# entry	upos	class	evidence_count	source
bestimmt	ADJ	OTH	53	ud
beständig	ADV	ADV	51	corpus
betreffs	PROPN	OTH	1	corpus
bevor	SCONJ	SCONJ	38	ud
bewusst	ADJ	ADV	8	ud
bezeichnenderweise	ADV	ADV	1	ud
beziehungsweise	CCONJ	CCONJ	8	ud
beziehungsweise auch	CCONJ	MWE	8	ud
bezüglich	ADP	ADP	2	ud
bin	AUX	AUX	83	ud
binnen	ADP	ADP	2	ud
bis	ADP	ADP	875	ud
bis an	ADP	MWE	875	ud
bis auf	ADP	MWE	875	ud
bis zu	ADP	MWE	875	ud
bis zum	ADP	MWE	875	ud
bisher	ADV	ADV	30	ud
bisschen	ADV	ADV	4	ud
bist	AUX	AUX	4	ud
biste	NOUN	OTH	8	corpus
bisweilen	ADJ	ADV	1	ud
bitte	ADV	ADV	8	ud
bitte schön	ADV	MWE	8	ud
bitte sehr	ADV	MWE	8	ud
bitter	ADJ	OTH	10	ud
bitteschön	-	UNK	0	-
bittesehr	-	UNK	0	-
bißchen	ADV	ADV	1	ud
blabla	-	UNK	0	-
bloss	ADJ	OTH	5	ud
bloss dass	ADJ	MWE	5	ud
bloß	ADJ	OTH	5	ud
bloß dass	ADJ	MWE	5	ud
boa	PROPN	OTH	1	ud
boah	-	UNK	0	-
bspw	ADJ	ADV	1	ud
bspw.	-	UNK	0	-
bzw	CCONJ	CCONJ	6	ud
bzw.	ADV	ADV	2	ud
bäh	PROPN	OTH	1	corpus
ciao	-	UNK	0	-
d.h.	X	OTH	4	ud
da	SCONJ	SCONJ	244	ud
dabei	ADV	ADV	181	ud
dadurch	ADV	ADV	47	ud
dafuer	-	UNK	0	-
dafür	ADV	ADV	52	ud
dagegen	ADV	ADV	29	ud
daheim	ADV	ADV	4	ud
daher	ADV	ADV	55	ud
dahin	ADV	ADV	25	ud
dahinein	ADV	ADV	2	corpus
dahingegen	ADV	ADV	1	corpus
dahingehend	-	UNK	0	-
dahinter	ADV	ADV	3	ud
damals	ADV	ADV	56	ud
damit	ADV	ADV	180	ud
danach	ADV	ADV	88	ud
daneben	ADV	ADV	32	ud
dank	NOUN	OTH	35	ud
danke	NOUN	OTH	9	ud
danke schön	NOUN	MWE	9	ud
danke sehr	NOUN	MWE	9	ud
dankenswerterweise	-	UNK	0	-
dankeschön	NOUN	OTH	2	ud
dann	ADV	ADV	217	ud
dann und wann	ADV	MWE	217	ud
daran	ADV	ADV	21	ud
darauf	ADV	ADV	77	ud
darauffolgend	ADJ	OTH	3	ud
daraus	ADV	ADV	13	ud
daraus ergibt sich	ADV	MWE	13	ud
daraus folgt	ADV	MWE	13	ud
darf	AUX	AUX	19	ud
darfst	AUX	AUX	79	corpus
darin	ADV	ADV	37	ud
darum	ADV	ADV	11	ud
darum herum	ADV	MWE	11	ud
darunter	ADV	ADV	41	ud
darüber	ADV	ADV	46	ud
darüber hinaus	ADV	MWE	46	ud
das	DET	DET	2652	ud
das da	DET	MWE	2652	ud
das eine oder andere	DET	MWE	2652	ud
das heisst	DET	MWE	2652	ud
das heißt	DET	MWE	2652	ud
das meinige	DET	MWE	2652	ud
das was	DET	MWE	2652	ud
daselbst	ADV	ADV	24	corpus
dass	SCONJ	SCONJ	531	ud
dasselbe	PRON	PRON	51	corpus
dasselbige	VERB	LVERB	1	corpus
dauernd	ADJ	OTH	4	ud
davon	ADV	ADV	81	ud
davon abgesehen	ADV	MWE	81	ud
davor	ADV	ADV	9	ud
dawider	ADV	ADV	9	corpus
dazu	ADV	ADV	100	ud
dazumal	ADV	ADV	9	corpus
dazwischen	ADV	ADV	2	ud
daß	SCONJ	SCONJ	129	ud
de	PROPN	OTH	148	ud
definitiv	ADJ	ADV	3	ud
deim	PROPN	OTH	10	corpus
dein	DET	DET	5	ud
deine	DET	DET	1757	corpus
deinem	DET	DET	689	corpus
deinen	DET	DET	3	ud
deiner	DET	DET	964	corpus
deines	DET	DET	343	corpus
deinige	NOUN	OTH	11	corpus
deins	ADV	ADV	14	corpus
dem	DET	DET	6048	ud
dem anschein nach	DET	MWE	6048	ud
dem vernehmen nach	DET	MWE	6048	ud
dementsprechend	ADJ	ADV	4	ud
demgegenüber	-	UNK	0	-
demgemäss	-	UNK	0	-
demgemäß	-	UNK	0	-
demhingegen	-	UNK	0	-
demjenigen	DET	DET	4	ud
demnach	ADV	ADV	5	ud
demnächst	ADV	ADV	2	ud
demselben	DET	DET	1	ud
demzufolge	ADV	ADV	2	ud
den	DET	DET	2790	ud
den berichten zufolge	DET	MWE	2790	ud
denen	PRON	PRON	86	ud
denjenigen	DET	DET	1	ud
denkbar	ADJ	OTH	1	ud
denn	SCONJ	SCONJ	54	ud
dennoch	ADV	ADV	23	ud
denselben	DET	DET	1	ud
der	DET	DET	31668	ud
der da	DET	MWE	31668	ud
der eine oder andere	DET	MWE	31668	ud
der großteil	DET	MWE	31668	ud
der meinige	DET	MWE	31668	ud
der reihe nach	DET	MWE	31668	ud
der seinige	DET	MWE	31668	ud
derart	ADV	ADV	4	ud
dereinst	ADV	ADV	45	corpus
deren	PRON	PRON	97	ud
derentwegen	ADV	ADV	3	corpus
derer	PRON	PRON	4	ud
derethalben	-	UNK	0	-
deretwegen	-	UNK	0	-
dergleichen	DET	DET	1	ud
derjenige	DET	DET	10	ud
derjenigen	DET	DET	1	ud
derlei	DET	DET	8	corpus
dermassen	ADV	ADV	2	ud
dermaßen	ADV	ADV	2	ud
derselbe	DET	DET	23	ud
derselben	DET	DET	8	ud
derselbige	-	UNK	0	-
derzeit	ADV	ADV	22	ud
des	DET	DET	2097	ud
des weiteren	DET	MWE	2097	ud
des öfteren	DET	MWE	2097	ud
deshalb	ADV	ADV	63	ud
desjenigen	-	UNK	0	-
desselben	DET	DET	6	ud
dessen	PRON	PRON	92	ud
dessen ungeachtet	PRON	MWE	92	ud
dessenthalben	DET	DET	1	corpus
dessentwegen	ADV	ADV	1	corpus
desto	CCONJ	CCONJ	1	ud
desungeachtet	-	UNK	0	-
deswegen	ADV	ADV	11	ud
desweiteren	-	UNK	0	-
deutlich	ADJ	ADV	53	ud
dh	-	UNK	0	-
dich	PRON	PRON	2	ud
dich selbst	PRON	MWE	2	ud
die	DET	DET	8014	ud
die da	DET	MWE	8014	ud
die hälfte	DET	MWE	8014	ud
die mehrzahl	DET	MWE	8014	ud
die meinige	DET	MWE	8014	ud
die seinige	DET	MWE	8014	ud
diejenige	DET	DET	1	ud
diejenigen	DET	DET	3	ud
dies	DET	DET	139	ud
dies und das	DET	MWE	139	ud
diese	DET	DET	401	ud
dieselbe	DET	DET	3	ud
dieselben	DET	DET	3	ud
dieselbige	ADJ	OTH	2	corpus
diesem	DET	DET	183	ud
diesen	DET	DET	85	ud
dieser	DET	DET	1274	ud
dieses	DET	DET	144	ud
diesmal	ADV	ADV	13	ud
diesseits	ADP	ADP	8	corpus
dieweil	ADV	ADV	45	corpus
dir	PRON	PRON	2	ud
diverse	ADJ	OTH	3	ud
doch	ADV	ADV	97	ud
doch auch	ADV	MWE	97	ud
dort	ADV	ADV	274	ud
dorther	ADV	ADV	4	corpus
dorthin	ADV	ADV	7	ud
draussen	ADV	ADV	1	ud
draußen	ADV	ADV	4	ud
drei	NUM	NUM	178	ud
drei viertel	NUM	MWE	178	ud
dreieinhalb	NUM	NUM	2	ud
dreihundert	NUM	NUM	12	corpus
dreissig	NUM	NUM	1	ud
dreitausend	NUM	NUM	4	corpus
dreiundzwanzig	-	UNK	0	-
dreiviertel	NOUN	OTH	3	corpus
dreizehn	NUM	NUM	2	ud
dreizehnte	ADJ	OTH	1	corpus
dreißig	NUM	NUM	1	ud
dreißigste	ADJ	OTH	1	corpus
drin	ADV	ADV	2	ud
drinnen	ADV	ADV	1	ud
dritte	ADJ	OTH	26	ud
drittel	NOUN	OTH	13	ud
dritten	ADJ	OTH	38	ud
drittens	ADV	ADV	9	corpus
dritter	ADJ	OTH	3	ud
drittes	NOUN	OTH	3	corpus
drunter	ADV	ADV	14	corpus
drüben	ADV	ADV	1	ud
drüber	ADV	ADV	1	ud
du	PRON	PRON	36	ud
dummerweise	ADV	ADV	1	ud
durch	ADP	ADP	691	ud
durch die bank	ADP	MWE	691	ud
durchaus	ADV	ADV	14	ud
durchaus nicht	ADV	MWE	14	ud
durcheinander	ADV	ADV	24	corpus
durchgehend	ADJ	OTH	7	ud
durchgängig	ADJ	ADV	2	ud
durchs	ADP	ADP	127	corpus
durchweg	ADV	ADV	5	ud
durfte	AUX	AUX	8	ud
durften	AUX	AUX	6	ud
durftest	AUX	AUX	6	corpus
durftet	VERB	LVERB	1	corpus
dutzend	NOUN	OTH	7	ud
dutzende	NOUN	OTH	3	ud
dürfen	AUX	AUX	70	ud
dürft	VERB	LVERB	29	corpus
dürfte	AUX	AUX	11	ud
dürfte ich	AUX	MWE	11	ud
dürften	AUX	AUX	5	ud
dürftest	AUX	AUX	2	corpus
dürftet	-	UNK	0	-
eben	ADV	ADV	11	ud
ebendas	-	UNK	0	-
ebendem	ADJ	OTH	1	corpus
ebenden	-	UNK	0	-
ebender	-	UNK	0	-
ebendie	-	UNK	0	-
ebendiese	DET	DET	2	corpus
ebendiesem	ADJ	OTH	1	corpus
ebendiesen	-	UNK	0	-
ebendieser	DET	DET	1	ud
ebendieses	DET	DET	1	ud
ebenfalls	ADV	ADV	96	ud
ebenjene	-	UNK	0	-
ebenjenem	-	UNK	0	-
ebenjenen	-	UNK	0	-
ebenjener	-	UNK	0	-
ebenjenes	-	UNK	0	-
ebenso	ADV	ADV	48	ud
ebenso wie	ADV	MWE	48	ud
echt	ADJ	ADV	35	ud
eh	ADV	ADV	364	corpus
ehe	NOUN	OTH	27	ud
ehedem	ADV	ADV	16	corpus
eher	ADV	ADV	46	ud
ehrlich	PROPN	OTH	7	ud
ehrlich gesagt	PROPN	MWE	7	ud
ehrlicherweise	-	UNK	0	-
ei	NOUN	OTH	8	ud
eigens	ADV	ADV	5	ud
eigentlich	ADJ	ADV	39	ud
ein	DET	DET	5614	ud
ein bisschen	DET	MWE	5614	ud
ein drittel	DET	MWE	5614	ud
ein gewisser teil	DET	MWE	5614	ud
ein gewisses maß	DET	MWE	5614	ud
ein großteil	DET	MWE	5614	ud
ein großteil von	DET	MWE	5614	ud
ein gutteil	DET	MWE	5614	ud
ein halb	DET	MWE	5614	ud
ein jeder	DET	MWE	5614	ud
ein jeglicher	DET	MWE	5614	ud
ein jegliches	DET	MWE	5614	ud
ein klein wenig	DET	MWE	5614	ud
ein neuerliches mal	DET	MWE	5614	ud
ein stück weit	DET	MWE	5614	ud
ein ums andere mal	DET	MWE	5614	ud
ein viertel	DET	MWE	5614	ud
ein weiteres mal	DET	MWE	5614	ud
ein wenig	DET	MWE	5614	ud
einander	PRON	PRON	1	ud
eine	DET	DET	1683	ud
eine art	DET	MWE	1683	ud
eine art von	DET	MWE	1683	ud
eine jede	DET	MWE	1683	ud
eineinhalb	NUM	NUM	1	ud
einem	DET	DET	599	ud
einen	DET	DET	604	ud
einer	DET	DET	747	ud
einerlei	ADV	ADV	25	corpus
einerseits	ADV	ADV	11	ud
eines	DET	DET	287	ud
einfach	ADV	ADV	90	ud
eingangs	ADV	ADV	1	ud
einhundert	-	UNK	0	-
einige	DET	DET	168	ud
einigem	DET	DET	1	ud
einigen	DET	DET	39	ud
einiger	DET	DET	13	ud
einigermassen	ADV	ADV	4	ud
einigermaßen	ADV	ADV	4	ud
einigermaßen gut	ADV	MWE	4	ud
einiges	DET	DET	6	ud
einmal	ADV	ADV	54	ud
eins	DET	DET	5	ud
einst	ADV	ADV	12	ud
einstmals	ADV	ADV	1	ud
eintausend	-	UNK	0	-
einzelne	ADJ	OTH	17	ud
einzelnen	ADJ	OTH	29	ud
einzig	ADJ	OTH	48	ud
einzig und allein	ADJ	MWE	48	ud
einzige	ADJ	OTH	26	ud
einzigen	ADJ	OTH	9	ud
einziges	ADJ	OTH	2	ud
eklatant	-	UNK	0	-
elf	NUM	NUM	12	ud
elfeinhalb	-	UNK	0	-
elfte	-	UNK	0	-
eminent	-	UNK	0	-
ende	NOUN	OTH	141	ud
endlich	ADV	ADV	22	ud
enorm	ADJ	OTH	5	ud
entgegen	ADP	ADP	8	ud
entlang	ADP	ADP	25	ud
entschuldige	VERB	LVERB	6	corpus
entschuldigen sie	VERB	MWE	3	ud
entschuldigung	NOUN	OTH	25	corpus
entsprechend	ADJ	OTH	44	ud
entweder	CCONJ	CCONJ	17	ud
entweder oder	CCONJ	MWE	17	ud
er	PRON	PRON	2429	ud
erfreulicherweise	-	UNK	0	-
ergo	NOUN	OTH	1	ud
ergänzend	ADJ	OTH	2	ud
erheblich	ADJ	ADV	17	ud
erkennbar	ADJ	OTH	9	ud
erneut	ADJ	ADV	45	ud
erneuter	ADJ	OTH	1	corpus
ersichtlich	ADJ	OTH	1	ud
erst	ADJ	OTH	565	ud
erstaunlicherweise	-	UNK	0	-
erste	ADJ	OTH	172	ud
ersten	ADJ	OTH	236	ud
erstens	ADV	ADV	3	ud
erster	ADJ	OTH	30	ud
ersterer	PRON	PRON	4	corpus
ersteres	PRON	PRON	1	corpus
erstes	ADJ	OTH	14	ud
erwiesenermassen	-	UNK	0	-
erwiesenermaßen	-	UNK	0	-
es	PRON	PRON	1108	ud
es tut mir leid	PRON	MWE	1108	ud
et cetera	CCONJ	MWE	13	ud
etc	-	UNK	0	-
etc.	X	OTH	11	ud
etliche	DET	DET	9	ud
etliche male	DET	MWE	9	ud
etlichen	DET	DET	3	ud
etwa	ADV	ADV	213	ud
etwas	ADV	ADV	80	ud
etwelche	ADJ	OTH	2	corpus
etwelchen	-	UNK	0	-
euch	PRON	PRON	7	ud
euch selbst	PRON	MWE	7	ud
euer	DET	DET	6	ud
eure	DET	DET	1	ud
eurem	DET	DET	112	corpus
euren	DET	DET	2	ud
eurer	DET	DET	3	ud
eures	DET	DET	70	corpus
eurige	NOUN	OTH	3	corpus
eventuell	ADJ	ADV	5	ud
evtl	ADJ	OTH	2	ud
evtl.	ADV	ADV	1	ud
exemplarisch	ADJ	OTH	1	corpus
exklusiv	ADJ	OTH	3	ud
extrem	ADJ	ADV	15	ud
ey	X	OTH	87	corpus
fairerweise	-	UNK	0	-
falls	SCONJ	SCONJ	12	ud
falls nötig	SCONJ	MWE	12	ud
fast	ADV	ADV	77	ud
fei	PROPN	OTH	2	ud
felsenfest	ADJ	OTH	1	ud
fern	ADV	ADV	24	ud
ferner	ADV	ADV	20	ud
folgende	ADJ	OTH	21	ud
folgenden	ADJ	OTH	34	ud
folgender	ADJ	OTH	2	ud
folgendermaßen	ADV	ADV	1	ud
folgerichtig	ADJ	OTH	2	ud
folglich	ADV	ADV	16	corpus
fort	ADV	ADV	25	ud
fortan	ADV	ADV	13	ud
fortwährend	ADJ	OTH	1	ud
fraglos	ADV	ADV	1	corpus
freilich	ADV	ADV	6	ud
freiwillig	ADJ	OTH	7	ud
freundlicherweise	-	UNK	0	-
früher	ADJ	ADV	33	ud
fuer	ADP	ADP	2	ud
fälschlicherweise	ADV	ADV	1	ud
förmlich	ADJ	OTH	1	ud
fünf	NUM	NUM	77	ud
fünfeinhalb	-	UNK	0	-
fünfhundert	NUM	NUM	30	corpus
fünfhunderttausend	ADV	ADV	1	corpus
fünfte	ADJ	OTH	11	ud
fünftel	NOUN	OTH	1	ud
fünften	ADJ	OTH	9	ud
fünftens	ADV	ADV	2	corpus
fünfter	NOUN	OTH	4	ud
fünftes	-	UNK	0	-
fünfunddreißig	-	UNK	0	-
fünfzehn	NUM	NUM	1	ud
fünfzehntausend	-	UNK	0	-
fünfzehnte	-	UNK	0	-
fünfzig	NUM	NUM	1	ud
für	ADP	ADP	1633	ud
für gewöhnlich	ADP	MWE	1633	ud
fürderhin	ADV	ADV	1	ud
füreinander	ADV	ADV	2	corpus
fürs	ADP	ADP	54	corpus
ganz	ADJ	OTH	125	ud
ganz bestimmt	ADJ	MWE	125	ud
ganz gerne	ADJ	MWE	125	ud
ganz im gegenteil	ADJ	MWE	125	ud
ganz schön	ADJ	MWE	125	ud
ganz sicher	ADJ	MWE	125	ud
ganz und gar	ADJ	MWE	125	ud
ganz und gar nicht	ADJ	MWE	125	ud
ganz wie	ADJ	MWE	125	ud
ganze	ADJ	OTH	25	ud
ganzen	ADJ	OTH	27	ud
ganzer	ADJ	OTH	3	ud
ganzes	ADJ	OTH	4	ud
gar	ADV	ADV	31	ud
gar keine	ADV	MWE	31	ud
gar nicht	ADV	MWE	31	ud
garantiert	VERB	LVERB	1	corpus
gedurft	-	UNK	0	-
gegebenenfalls	ADV	ADV	2	ud
gegen	ADP	ADP	233	ud
gegeneinander	ADV	ADV	2	ud
gegens	-	UNK	0	-
gegenseitig	ADJ	ADV	6	ud
gegenwärtig	ADJ	ADV	4	ud
gegenüber	ADP	ADP	54	ud
gehabt	VERB	LVERB	10	ud
gekonnt	ADJ	OTH	1	ud
gelegentlich	ADJ	ADV	13	ud
gell	INTJ	INTJ	11	corpus
gelle	NOUN	OTH	8	corpus
gemeinhin	ADV	ADV	1	corpus
gemeiniglich	ADV	ADV	10	corpus
gemocht	VERB	LVERB	2	corpus
gemusst	-	UNK	0	-
gemäss	ADP	ADP	4	ud
gemäß	ADP	ADP	4	ud
gen	NOUN	ADP	7	ud
genau	ADJ	ADV	61	ud
genau wie	ADJ	MWE	61	ud
genauso wie	ADV	MWE	11	ud
generell	ADJ	OTH	6	ud
genug	ADV	ADV	10	ud
genügend	ADJ	OTH	7	ud
gerade	ADV	ADV	44	ud
geradeaus	ADJ	OTH	1	ud
geradeheraus	ADV	ADV	1	corpus
geradezu	ADV	ADV	2	ud
gern	ADV	ADV	10	ud
gern geschehen	ADV	MWE	10	ud
gerüchteweise	-	UNK	0	-
geschweige	CCONJ	CCONJ	9	corpus
geschätzt	VERB	LVERB	7	ud
gesetzt den fall	VERB	MWE	15	ud
gesollt	VERB	LVERB	4	corpus
gestern	ADV	ADV	3	ud
gewaltig	ADJ	OTH	3	ud
gewesen	AUX	AUX	45	ud
gewiss	ADJ	OTH	15	ud
gewisse	ADJ	OTH	10	ud
gewissermaen	-	UNK	0	-
gewissermaßen	ADV	ADV	14	corpus
gewisslich	-	UNK	0	-
gewiß	ADJ	OTH	15	ud
gewollt	NOUN	OTH	1	ud
geworden	VERB	LVERB	31	ud
gewöhnlich	ADJ	ADV	7	ud
gezwungenermassen	-	UNK	0	-
gezwungenermaßen	-	UNK	0	-
ggf	ADJ	OTH	1	ud
ggf.	ADV	ADV	1	ud
gleich	ADJ	OTH	78	ud
gleich wie	ADJ	MWE	78	ud
gleichermassen	ADV	ADV	2	ud
gleichermaßen	ADV	ADV	2	ud
gleichfalls	ADV	ADV	1	ud
gleichsam	ADV	ADV	3	ud
gleichviel	NOUN	OTH	27	corpus
gleichwie	ADP	ADP	1	ud
gleichwohl	ADV	ADV	6	ud
glücklicherweise	ADJ	ADV	1	ud
gottseidank	-	UNK	0	-
grundsätzlich	ADJ	ADV	15	ud
größtenteils	ADV	ADV	8	ud
grüß gott	-	MWE	0	ud
gut möglich	ADJ	MWE	459	ud
gänzlich	ADJ	ADV	4	ud
hab	AUX	AUX	14	ud
hab's	VERB	LVERB	63	corpus
habe	AUX	AUX	188	ud
haben	AUX	AUX	1496	ud
habend	ADJ	OTH	2	corpus
habenden	-	UNK	0	-
habs	AUX	AUX	37	corpus
habt	AUX	AUX	1	ud
halb	ADJ	OTH	13	ud
halber	ADV	ADV	29	corpus
halbwegs	ADV	ADV	1	ud
hallo	INTJ	INTJ	5	ud
halt	ADV	ADV	6	ud
hast	AUX	AUX	2	ud
haste	AUX	AUX	11	corpus
hat	AUX	AUX	478	ud
hat's	VERB	LVERB	66	corpus
hats	VERB	LVERB	53	corpus
hatte	AUX	AUX	336	ud
hatten	AUX	AUX	96	ud
hattest	AUX	AUX	38	corpus
hattet	VERB	LVERB	9	corpus
haufenweise	ADV	ADV	2	corpus
hauptsächlich	ADJ	ADV	29	ud
he	PROPN	OTH	2	ud
hej	-	UNK	0	-
her	ADV	ADV	20	ud
herab	ADV	ADV	3	ud
heran	ADV	ADV	1	ud
herauf	ADV	ADV	96	corpus
heraus	ADV	ADV	31	ud
herbei	ADV	ADV	2	ud
herein	ADV	ADV	151	corpus
hernach	ADV	ADV	79	corpus
herrje	NOUN	OTH	2	corpus
herrjemine	-	UNK	0	-
herunter	ADV	ADV	77	corpus
